Sr_No,Location_Coordinates,Location,Hospital_Name,Hospital_Category,Hospital_Care_Type,Discipline_Systems_of_Medicine,Address_Original_First_Line,State,District,Subdistrict,Pincode,Telephone,Mobile_Number,Emergency_Num,Ambulance_Phone_No,Bloodbank_Phone_No,Foreign_pcare,Tollfree,Helpline,Hospital_Fax,Hospital_Primary_Email_Id,Hospital_Secondary_Email_Id,Website,Specialties,Facilities,Accreditation,Hospital_Regis_Number,Registeration_Number_Scan,Nodal_Person_Info,Nodal_Person_Tele,Nodal_Person_Email_Id,Town,Subtown,Village,Establised_Year,Ayush,Miscellaneous_Facilities,Number_Doctor,Num_Mediconsultant_or_Expert,Total_Num_Beds,Number_Private_Wards,Num_Bed_for_Eco_Weaker_Sec,Empanelment_or_Collaboration_with,Emergency_Services,Tariff_Range,State_ID,District_ID
291,"17.0068375, 81.7875023","D. No.75-7-20, Near Prakash Nagar,Round Park,",Kamalakar Hospital,0,0,0,"D. No.75-7-20, Near Prakash Nagar,Round Park,",Andhra Pradesh,East Godavari,0,533103,0883 2472999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
292,"17.0112469, 81.7827774","Gandhipuram 3, Rajahmundry",Krishna Nursing Home,0,0,0,"Gandhipuram 3, Rajahmundry",Andhra Pradesh,East Godavari,0,533103,2467935,0,0,0,0,0,0,0,2467935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
293,,"86-8-6Tilak Road,.",Madhavi Nursing Home,0,0,0,"# 86-8-6Tilak Road,,.",Andhra Pradesh,East Godavari,0,533103,0883  2461666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
294,,Bypass Road Thadithota Thadithota Rajamundry 533103  East Godavari,Neela Jear Hospital,0,0,0,Bypass Road Thadithota Thadithota Rajamundry 533103  East Godavari,Andhra Pradesh,East Godavari,0,533103,"0883    2469478, 2449673, 9700009108",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
295,"17.0068895, 81.7829842","46-12-12,Opp Sagar Hospital, Danavaipet, Rajahmundry,",Nest Hospital,0,0,0,"# 46-12-12,Opp Sagar Hospital, Danavaipet, Rajahmundry,",Andhra Pradesh,East Godavari,0,533103,0883  2433833,0,0,0,0,0,0,0,0883  2433837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
296,"17.0005383, 81.8040345","76-5-4, Opposite Aakar Consulting Eng. Ganugala Veedhi, Rajahmundry",Netra Eye Care,0,0,0,"# 76-5-4, Opposite Aakar Consulting Eng. Ganugala Veedhi, Rajahmundry",Andhra Pradesh,East Godavari,0,533103,0883 2464882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
297,,"Vemagiri, Kadiyam Road, East Godavari,",Paramahansa Yogananda Netralaya,0,0,0,"Vemagiri, Kadiyam Road, East Godavari,",Andhra Pradesh,East Godavari,0,533103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
298,,"75-6-18,Prakash Nagar Main Road,Near Prakash Nagar Round Park.",Pragati Super Speciality Hospital,0,0,0,"#75-6-18,Prakash Nagar Main Road,Near Prakash Nagar Round Park.",Andhra Pradesh,East Godavari,0,533103,0883  2440397/2437676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
299,"17.0015368, 81.7899798","Syamala Nagar, Rajahmundry",Prasanthi Nursing Home,0,0,0,"Syamala Nagar, Rajahmundry",Andhra Pradesh,East Godavari,0,533103,2469301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
300,"11.021315, 76.970487","76-4-7, Gandhipuram - 2",Raja Neuro And Multi Speciality Hospital Pvt Ltd,0,0,0,"76-4-7, Gandhipuram - 2",Andhra Pradesh,East Godavari,0,533103,0,0,0,0,0,0,0,0,2461679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
301,"17.4404903, 78.4739384","75-1-18, Prakash Nagar",Rajahmundry Orthopedic Hospital,0,0,0,"75-1-18, Prakash Nagar",Andhra Pradesh,East Godavari,0,533103,2468110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
302,"17.0068895, 81.7829842","Danavai Peta, Rajahmundry",Ratna Orthopaedic Center,0,0,0,"Danavai Peta, Rajahmundry",Andhra Pradesh,East Godavari,0,533103,"0833  2445195,5569585",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
303,"17.0068895, 81.7829842","46-18-22, Opposite Idbi Bank, Danavaipeta",Sanjana Orthopaedic Hospital,0,0,0,"46-18-22, Opposite Idbi Bank, Danavaipeta",Andhra Pradesh,East Godavari,0,533103,2431455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
304,,"75-6-20,Opp Indian Bank, Prakasham Nagar,E.G.",Soujanya Hospital,0,0,0,"75-6-20,Opp Indian Bank, Prakasham Nagar,E.G.",Andhra Pradesh,East Godavari,0,533103,0,0,0,0,0,0,0,0,2461690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
305,"17.0068895, 81.7829842","D.No.46-12-19, Gandhi Park Back Road,Danavaipeta,Rajahmundry,",Sreya Medical Speciality Centre,0,0,0,"D.No.46-12-19, Gandhi Park Back Road,Danavaipeta,Rajahmundry,",Andhra Pradesh,East Godavari,0,533103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
306,,"Door. No. 46-17-17, 46-17-38, Danavaipeta Near Panduranga Swami Temple",Sri Aditya Hospital,0,0,0,"Door. No. 46-17-17, 46-17-38, Danavaipeta Near Panduranga Swami Temple",Andhra Pradesh,East Godavari,0,533103,0883  2442283,0,0,0,0,0,0,0,0883  2442285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
307,,"76/1/8/1 Ganhdi Puram, Opp Feva",Sri Mani Orthopaedic Hospital,0,0,0,"76/1/8/1 Ganhdi Puram, Opp Feva",Andhra Pradesh,East Godavari,0,533103,0883  2468787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
308,"17.0112469, 81.7827774","78/8-7, Gandhipuram-3, Rajahmundry,",Sri Ramadas Hospitals,0,0,0,"# 78/8-7, Gandhipuram-3, Rajahmundry,",Andhra Pradesh,East Godavari,0,533103,0883  2472217,0,0,0,0,0,0,0,0883  2472218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
309,"17.0068895, 81.7829842","Danavaipet, Rajahmundry","Sri Suguna Children,S Hospital",0,0,0,"Danavaipet, Rajahmundry",Andhra Pradesh,East Godavari,0,533103,2446957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
310,,"Opp: Manasa Hospital,Prakash Nagar,.",Supraja Hospitals,0,0,0,"Opp: Manasa Hospital,Prakash Nagar,.",Andhra Pradesh,East Godavari,0,533103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
311,"17.0068375, 81.7875023",Near Round Park Praksh Nagar Rajamundry 533103  East Godavari,Surya Hospital,0,0,0,Near Round Park Praksh Nagar Rajamundry 533103  East Godavari,Andhra Pradesh,East Godavari,0,533103,"0883    2468222, 2468224",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
312,"17.006802, 81.7830251","Danavai Peta, D. N. -46-18-8/2, East Godavari,",Swetha Hospitals - Rajahmundry,0,0,0,"Danavai Peta, D. N. -46-18-8/2 , East Godavari,",Andhra Pradesh,East Godavari,0,533103,2465533,0,0,0,0,0,0,0,2465533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
313,"17.0039159, 81.7948734","Tilak Road, Rajahmundry",V.B. Chest Institute,0,0,0,"Tilak Road, Rajahmundry",Andhra Pradesh,East Godavari,0,533103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
314,,"No 76-6-17/11 And 13, Av Apparao Road, Opp Priyanka Garden, Gandhipuram 2, Rajamundry 533103  East Godavari",Vasan Eye Care Hospital,0,0,0,"No 76-6-17/11 And 13, Av Apparao Road, Opp Priyanka Garden, Gandhipuram 2, Rajamundry 533103  East Godavari",Andhra Pradesh,East Godavari,0,533103,0883    3989000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
315,"17.0021675, 81.7855401","78-9-11/9, Behind R.T.C Complex,Gandhipuram (:East Godavari )",Vijaya Hospital,0,0,0,"#78-9-11/9, Behind R.T.C Complex ,Gandhipuram (:East Godavari )",Andhra Pradesh,East Godavari,0,533103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
316,"17.0151123, 81.7725499","Aryapuram, Rajahmundry,",Akira Eye Hospital,0,0,0,"Aryapuram, Rajahmundry,",Andhra Pradesh,East Godavari,0,533104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
317,"17.0100744, 81.7724645",Opp Gokavaram Bus Stand Rajamundry,Dr A V R Ananda Rao Memorial Eye Clinic,0,0,0,Opp Gokavaram Bus Stand Rajamundry,Andhra Pradesh,East Godavari,0,533104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
318,,"12-18-12, Middle Street, Near Sri Satya Narayana Swamy Temple",Dr Chainulus Hospitaland Anusha Critical Carecenter,0,0,0,"12-18-12, Middle Street, Near Sri Satya Narayana Swamy Temple",Andhra Pradesh,East Godavari,0,533104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
319,,"12-21-2, Near Chinna Gandhi Statue, Aryapuram, Rajahmundhry",Gangina Hospitals,0,0,0,"12-21-2, Near Chinna Gandhi Statue, Aryapuram, Rajahmundhry",Andhra Pradesh,East Godavari,0,533104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
320,"17.0005383, 81.8040345","20-23-7, Aryapuram, Near Gokavaram Bus Stand Rajahmundry",Kranti Nursing Home,0,0,0,"20-23-7, Aryapuram, Near Gokavaram Bus Stand Rajahmundry",Andhra Pradesh,East Godavari,0,533104,0,0,0,0,0,0,0,0,2471416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
321,"17.0005383, 81.8040345","20-23-4, Behind Nagadevi Theatre, Near Gokavaram Bus Stand, Rajahmundry,",Royal Hospital,0,0,0,"# 20-23-4, Behind Nagadevi Theatre, Near Gokavaram Bus Stand, Rajahmundry,",Andhra Pradesh,East Godavari,0,533104,0883  2446992,0,0,0,0,0,0,0,0883  2431818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
322,"17.0096947, 81.7760339","Devi Chowk, Rajahmundry,",Siddhartha Orthopaedic Hospital and Polyclinic,0,0,0,"Devi Chowk, Rajahmundry,",Andhra Pradesh,East Godavari,0,533104,0883  2473603,0,0,0,0,0,0,0,0883  2430305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
323,"17.0151123, 81.7725499","12- 21- 4, Aryapuram, Rajahmundry",Sree Latha Hospital,0,0,0,"# 12- 21- 4, Aryapuram, Rajahmundry",Andhra Pradesh,East Godavari,0,533104,0,0,0,0,0,0,0,0,2461162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
324,"17.0005383, 81.8040345","Gowathmi Grandhalyam St., Rajahmundry",Sri Ram Nursing Home,0,0,0,"Gowathmi Grandhalyam St., Rajahmundry",Andhra Pradesh,East Godavari,0,533104,2443301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
325,"17.0005383, 81.8040345","At 11-6-A, Beside Aryapuram Fire Station Near Gokavaram Bus Stand, Rajahmundry",Sri Srinivasa Orthopaedic Hospital,0,0,0,"At # 11-6-A, Beside Aryapuram Fire Station Near Gokavaram Bus Stand, Rajahmundry",Andhra Pradesh,East Godavari,0,533104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
326,"17.0209155, 81.7711827","Seethampeta, Rajahmundry",Chaitanya Nursing Home,0,0,0,"Seethampeta, Rajahmundry",Andhra Pradesh,East Godavari,0,533105,2476305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
327,,"Plot No: 1, R V Nagar Opp: Market Yard, Korukonda Road Rajamundry Rajamundry 533105  East Godavari",Goutami Eye Institute,0,0,0,"Plot No: 1, R V Nagar Opp: Market Yard, Korukonda Road Rajamundry Rajamundry 533105  East Godavari",Andhra Pradesh,East Godavari,0,533105,"0883    2443442, 2443441,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
328,,"Plot No.22, D.No.59-16-1, Weavers Colony, Beside Raja Theator",Life Spring Hospital,0,0,0,"Plot No.22, D.No.59-16-1, Weavers Colony, Beside Raja Theator",Andhra Pradesh,East Godavari,0,533105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
329,,"D No 12-20-4/1, Near Gokavaram Bus Stand Opp: Hotel Lalitha Mahal, Aryapuram Middle Street Rajamundry 533105  East Godavari",Sai Hospitals,0,0,0,"D No 12-20-4/1, Near Gokavaram Bus Stand Opp: Hotel Lalitha Mahal, Aryapuram Middle Street Rajamundry 533105  East Godavari",Andhra Pradesh,East Godavari,0,533105,0883    2470033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
330,,"Behind Nagadevi Theatre,Gokavaram Bus Stand,Rajhmundri,East Godavari .",Sai Orthopaedics Trauma and General Hospital,0,0,0,"Behind Nagadevi Theatre,Gokavaram Bus Stand,Rajhmundri,East Godavari .",Andhra Pradesh,East Godavari,0,533105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
331,"17.0127714, 81.7782905","Near Kambala Park, Rajahmundry",Swatantra Hospitals,0,0,0,"Near Kambala Park, Rajahmundry",Andhra Pradesh,East Godavari,0,533105,2465434,0,0,0,0,0,0,0,2465434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
332,"17.0320097, 81.8101386","Near Indiragandhi Statue Jn. Lalacheruvu, Rajahmundry",Saiteja Hospital,0,0,0,"Near Indiragandhi Statue Jn. Lalacheruvu, Rajahmundry",Andhra Pradesh,East Godavari,0,533106,440022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
333,"13.0560527, 80.2184139",D No.86-26-5 V.L.Puram,Adarsh Multi Speciality Hospital and Neuro Center,0,0,0,D No.86-26-5 V.L.Puram,Andhra Pradesh,East Godavari,0,533107,"0883  2431956,2449353",0,0,0,0,0,0,0,247881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
334,"43.1938516, -71.5723953","Near N.H-5,,Bommur.",Sruthi Hospitals,0,0,0,"Near N.H-5,Bommur",Andhra Pradesh,East Godavari,0,533124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
335,"16.567804, 81.9972968","College Road, Amalapuram",Adarsha Hospital,0,0,0,"College Road, Amalapuram",Andhra Pradesh,East Godavari,0,533201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
336,"16.4075276, 81.7886325","K N F Road, K N F Road",Care Hospital,0,0,0,"K N F Road, K N F Road",Andhra Pradesh,East Godavari,0,533201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
337,"16.5720904, 82.0008548",Near Red Bridge Kamangaruvu Amalapuram 533201  East Godavari,Konaseema Institute Of Medical Sciences,0,0,0,Near Red Bridge Kamangaruvu Amalapuram 533201  East Godavari,Andhra Pradesh,East Godavari,0,533201,"08856    237997, 237998,",0,0,0,0,0,0,0,237985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
338,"16.5720904, 82.0008548","Chaitanya Nagar, Amalapuram",Konaseema Institute Of Medical Sciences,0,0,0,"Chaitanya Nagar, Amalapuram",Andhra Pradesh,East Godavari,0,533201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
339,"15.2913649, 75.1458943","Nh 214, Chaintanya Nagar,",Konaseva Institute Of Medical Science,0,0,0,"Nh 214, Chaintanya Nagar,",Andhra Pradesh,East Godavari,0,533201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
340,"16.5720904, 82.0008548",Amalapuram,Rohine Mother and Child Care Hospital,0,0,0,Amalapuram,Andhra Pradesh,East Godavari,0,533201,237955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
341,"16.5720904, 82.0008548","Yerranilivari Street, Amalapuram",Sai Leela Orthopaedic Hospital,0,0,0,"Yerranilivari Street , Amalapuram",Andhra Pradesh,East Godavari,0,533201,233363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
342,"16.567804, 81.9972968","College Road,Amalapuram, E G Dt.",Sri Konaseema Specialities Hospital,0,0,0,"College Road,Amalapuram, E G Dt.",Andhra Pradesh,East Godavari,0,533201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
343,"16.573678, 81.999496","K. Agraharam, Amalapuram",Sri Venkateswara Nursing Home,0,0,0,"K. Agraharam , Amalapuram",Andhra Pradesh,East Godavari,0,533201,231564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
344,"16.567804, 81.9972968","3-2-117E, College Road, Amalapuram",V.N.Nursing Home,0,0,0,"3-2-117E, College Road, Amalapuram",Andhra Pradesh,East Godavari,0,533201,231166,0,0,0,0,0,0,0,232133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
345,"16.6414998, 82.1042955","Mummidivaram, East Godawari, (A.P) -",Janatha Hospital,0,0,0,"Mummidivaram , East Godawari, (A.P) -",Andhra Pradesh,East Godavari,0,533216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
346,"16.7160148, 81.8957846",Kothapeta,Sree Sravana Nursing Home,0,0,0,Kothapeta,Andhra Pradesh,East Godavari,0,533223,243244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
347,"17.4986709, 81.9998367",Ravulapalem,Sri Venkateswara Nursing Home,0,0,0,Ravulapalem,Andhra Pradesh,East Godavari,0,533238,255457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
348,,"D No-8-553, Ssnr Complex (Hp Gas Office Upstairs)H-5 Road Ravulapalem-",Vijaya Nursing Home,0,0,0,"D No-8-553, Ssnr Complex (Hp Gas Office Upstairs)H-5 Road Ravulapalem-",Andhra Pradesh,East Godavari,0,533238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
349,"16.517212, 81.8702795","Near R T C Complex, Razole",Sri Maha Laxmi Nursing Home,0,0,0,"Near R T C Complex, Razole",Andhra Pradesh,East Godavari,0,533242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
350,"16.9999058, 81.7735238",",K T Raja Rao Street,East Godawari rict.",Vijaya Laxmi Nursing Home,0,0,0,",K T Raja Rao Street,East Godawari rict.",Andhra Pradesh,East Godavari,0,533242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
351,"17.3036498, 82.2101462",",Near Venkateshwara Temple,East Godawari rict.",Ravi Nursing Home,0,0,0,",Near Venkateshwara Temple,East Godawari rict.",Andhra Pradesh,East Godavari,0,533253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
352,"16.4242668, 81.7185253","Sakhinetipalli Mandal, Razole",Sri Sai Bhramarambika Nursing Home,0,0,0,"Sakhinetipalli Mandal, Razole",Andhra Pradesh,East Godavari,0,533253,08862  225243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
353,,"Besides Sankar Theatre, V.V. Meraka- Gandhinagar, Malikipuram Post",Sri Sankar Nursing Home,0,0,0,"Besides Sankar Theatre, V.V. Meraka- Gandhinagar, Malikipuram Post",Andhra Pradesh,East Godavari,0,533253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
354,,"3-481, Halikipuram, East Godavari",Susrutha Surgical and Maternity Hospital,0,0,0,"3-481, Halikipuram",Andhra Pradesh,East Godavari,0,533253,08862  226267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
355,"17.063139, 81.2917971",Lakkavaram Lakkavaram,Vrd Care Hospital,0,0,0,Lakkavaram Lakkavaram,Andhra Pradesh,East Godavari,0,533253,"08862   255766, 255966  0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
356,"16.8349808, 82.0302926","Taluka Office Road, Ramachandrapuram Ramachandrapuram 533255  East Godavari",Adarsh Nursing Home,0,0,0,"Taluka Office Road, Ramachandrapuram Ramachandrapuram",Andhra Pradesh,East Godavari,0,533255,"08857    243020, 246377,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
357,"16.8372408, 82.0325401",Main Road Opp: Govt Junior College Main Road Ramachandrapuram 533255  East Godavari,Kamala Nursing Home,0,0,0,Main Road Opp: Govt Junior College Main Road Ramachandrapuram,Andhra Pradesh,East Godavari,0,533255,08857    242402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
358,"13.0906485, 80.1555927","Dr. T.V.R. Reddi, M.B.B.S.,",Sri Venkateshwara Nursign Home,0,0,0,"Dr. T.V.R. Reddi, M.B.B.S",Andhra Pradesh,East Godavari,0,533261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
359,,"3-55 Surya Street Darakasharma,Near Post Office",Bhimeshwara Hospital,0,0,0,"3-55 Surya Street Darakasharma,Near Post Office",Andhra Pradesh,East Godavari,0,533262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
360,"16.7914449, 82.0597816",Opp Bheemeshwara Temple Draksharamam Draksharamam 533262  East Godavari,Sri Madhavananda Speciality Hospital,0,0,0,Opp Bheemeshwara Temple Draksharamam Draksharamam,Andhra Pradesh,East Godavari,0,533262,"08857    252483, 252912",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
361,"43.1938516, -71.5723953","Nh-5, Lakshmipuram, Rajanagaram,",G. S. L. General Hospital and Medical College,0,0,0,"Nh-5, Lakshmipuram, Rajanagaram",Andhra Pradesh,East Godavari,0,533294,0883    2484999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
362,,Mandaptea,Kondreddy Nursing Home,0,0,0,Mandaptea,Andhra Pradesh,East Godavari,0,533308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
363,"16.8652942, 81.9261999","Near Bus Stand,Beside Syndicate Bank,Taravanipeta,Mandapeta-533308",Santhi Childrens Hospital,0,0,0,"Near Bus Stand,Beside Syndicate Bank,Taravanipeta,Mandapeta",Andhra Pradesh,East Godavari,0,533308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
364,"16.8652942, 81.9261999",Opp Vijaya Mahal Main Road Mandapeta 533308  East Godavari,Sri Bikkina Nursing Home,0,0,0,Opp Vijaya Mahal Main Road Mandapeta,Andhra Pradesh,East Godavari,0,533308,"08855    233761, 235322",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
